KEY,en,notes,sp,fr,de,it,pt-br
ENEMY_MEGATUMOR_NAME,Mega Tumor,,Mega Tumor,Mégatumeur,Megatumor,Mega Tumore,Mega Tumor
ENEMY_MEGATUMOR_DESC,"Trample.
Gains +1 movement range at the end of its turns.
Immune to Fire.",,"Топтання.
Отримує +1 до діапазону руху в кінці свого ходу.
Невразливий до вогню.","Piétinement.
Portée de déplacement +1&nbsp;à la fin de ses tours.
Immunité au feu.","Trampel.
Erhält bis zum Ende seines Zuges +1&nbsp;Bewegungsreichweite.
Immun gegen Feuer.","Calpestamento.
Ottiene +1 al Raggio di Movimento al termine del suo turno.
Immune al fuoco.","Atropelamento.
Obtém +1 de alcance de movimento no final de seus turnos.
Imune contra fogo."
ENEMY_TUMORHEAD_NAME,Tumorhead,,Tumorhead,Boursouflure,Tumorkopf,Testatumore,Cabeça de Tumor
ENEMY_TUMORHEAD_DESC,"Its melee attack knocks units back 3 tiles.
Dashes forward when damaged.",,"Його атака в ближньому бою відштовхує юнітів на 3 клітинки.
Ривком прямує вперед при отриманні шкоди.","Son attaque au corps repousse les unités de 3&nbsp;cases.
Fonce vers l'avant quand il est touché.","Sein Nahkampfangriff stößt Einheiten 3&nbsp;Felder zurück.
Stürmt nach vorn, wenn er Schaden erleidet.","Il suo attacco corpo a corpo respinge le unità di tre caselle.
Scatta in avanti quando subisce danno.","Seu ataque corpo-a-corpo empurra unidades 3 espaços para trás.
Realiza um impulso para frente ao sofrer dano."
ENEMY_TALLTUMOR_NAME,Tall Tumor,,Tall Tumor,Grande tumeur,Großer Tumor,Tumore Alto,Tumor Alto
ENEMY_TALLTUMOR_DESC,"Drains unspent mana from its enemies when they end their turn. Deals damage equal to the mana drained.
Counterattacks with a spin attack when damaged.",,"Забирає невикористану ману у своїх ворогів, коли ті закінчують хід. Наносить шкоду, рівну викачаній мані.
При отриманні шкоди відповідає обертальною контратакою.","Aspire le mana inutilisé de ses ennemis à la fin de leur tour. Inflige des dégâts égaux au mana drainé.
Contre-attaque avec une attaque tournoyante quand il subit des dégâts.","Saugt ungenutztes Mana von seinen Gegnern ab, wenn sie ihren Zug beenden. Verursacht Schaden in Höhe des abgesaugten Manas.
Kontert mit einem Wirbelangriff, wenn er Schaden erleidet.","Assorbe il mana non usato dai suoi nemici al termine del loro turno. Infligge un danno pari al mana assorbito.
Quando subisce danno contrattacca con un attacco rotante.","Drena mana não utilizada de seus inimigos quando eles finalizam seus turnos. Causa dano equivalente à mana drenada.
Contra-ataca com um ataque giratório ao sofrer dano."
ENEMY_BIGASTEROID_NAME,Big Asteroid,,Big Asteroid,Grand astéroïde,Großer Asteroid,Asteroide Grande,Grande Asteróide
ENEMY_BIGASTEROID_DESC,"Its attack spawns a boulder.
Gets knocked back with Chain Knockback when hit.
Can only recieve 1 damage at a time.
Immune to status effects.",,"Його атака заспавнює валун.
При попаданні відштовхується ланцюговим відштовхуванням.
Може отримувати лише 1 одиницю шкоди за раз.
Невразливий до статусних ефектів.","Son attaque fait apparaître un rocher.
Subit Recul en chaîne quand il est touché.
Ne peut subir qu'1&nbsp;dégât à la fois.
Immunité aux altérations d'état.","Sein Angriff lässt einen Felsen erscheinen.
Wird mit Kettenrückstoß zurückgestoßen, wenn er getroffen wird.
Kann nur 1&nbsp;Schaden auf einmal erleiden.
Immun gegen Statuseffekte.","Il suo attacco genera un masso.
Viene respinto con Contraccolpo a Catena quando colpito.
Può subire un solo danno per volta.
Immune agli effetti di stato.","Seu ataque gera um pedregulho.
Sofre um empurrão com empurrão encadeado ao sofrer golpes.
Só pode sofrer 1 de dano por vez.
Imune a efeitos de estado."
ENEMY_SMALLASTEROID_NAME,Small Asteroid,,Small Asteroid,Petit astéroïde,Kleiner Asteroid,Asteroide Piccolo,Pequeno Asteróide
ENEMY_SMALLASTEROID_DESC,"Its attack shoots rocks at random tiles in an area.
Gets knocked back with Chain Knockback when hit.
Can only recieve 1 damage at a time.
Immune to status effects.",,"Його атака вистрілює каміння у випадкові клітинки в області.
При попаданні відштовхується ланцюговим відштовхуванням.
Може отримувати лише 1 одиницю шкоди за раз.
Невразливий до статусних ефектів.","Son attaque lance des pierres sur des cases aléatoires dans une zone donnée.
Subit Recul en chaîne quand il est touché.
Ne peut subir qu'1&nbsp;dégât à la fois.
Immunité aux altérations d'état.","Sein Angriff verschießt Raketen auf zufällige Felder in einem bestimmten Bereich.
Wird mit Kettenrückstoß zurückgestoßen, wenn er getroffen wird.
Kann nur 1&nbsp;Schaden auf einmal erleiden.
Immun gegen Statuseffekte.","Il suo attacco spara rocce contro caselle casuali all'interno di un'area.
Viene respinto con Contraccolpo a Catena quando colpito.
Può subire solo 1 di danno per volta.
Immune agli effetti di stato.","Seu ataque lança pedras em espaços aleatórios em uma área.
Sofre um empurrão com empurrão encadeado ao sofrer golpes.
Só pode sofrer 1 de dano por vez.
Imune a efeitos de estado."
ENEMY_SAUCIE_NAME,Saucie,,Saucie,Soucoupe,UFO,Dischetto,Disquinho
ENEMY_SAUCIE_DESC,"Fires energy shots in an X shape.
Can inflict Marked on enemies or gain [img:divineshield].
Explodes when killed.",,"Стріляє енергетичними снарядами у формі X.
Може накласти Позначений на ворогів або отримати [img:divineshield].
Вибухає при смерті.","Tire des projectiles d'énergie en forme de X.
Peut infliger Marquage aux ennemis ou gagner de la [img:divineshield].
Explose à sa mort.","Feuert Energieschüsse in einem X-förmigen Bereich ab.
Kann Gegner markieren oder [img:divineshield] erhalten.
Explodiert, wenn es stirbt.","Spara proiettili energetici tracciando una X.
Può infliggere Marchio ai nemici oppure ottenere [img:divineshield].
Esplode alla morte.","Dispara tiros de energia em forma de X.
Pode aplicar marcação em inimigos ou obter [img:divineshield].
Explode ao morrer."
ENEMY_MEGASAUCER_NAME,Megasaucer,,Megasaucer,Mégasoucoupe,Riesen-UFO,Mega Disco Volante,Mega Disco
ENEMY_MEGASAUCER_DESC,"Performs a random action on its turn.
Has a dash attack that inflicts Stun.
Has a charge up laser attack that instakills.
Has the ability to summon B-Probers.
Explodes when killed.",,"Виконує випадкову дію у свій хід.
Має ривкову атаку, що спричиняє Приголомшення.
Має накопичувальну лазерну атаку, яка вбиває миттєво.
Має здатність викликати B-Probers.
Вибухає при смерті.","Effectue une action aléatoire durant son tour.
Son attaque impulsée inflige Étourdissement.
Son attaque au laser chargé tue sur le coup.
Peut invoquer des sondeurs anaux.
Explose à sa mort.","Führt zufällige Aktionen aus.
Kann einen Ansturmangriff ausführen, der Betäubung verursacht.
Kann einen Laserangriff aufladen, der sofort tötet.
Kann A-Sondierer beschwören.
Explodiert, wenn es stirbt.","Esegue un'azione casuale durante il suo turno.
Possiede un attacco in scatto che infligge Stordimento.
Possiede un attacco laser a caricamento che uccide istantaneamente.
Possiede l'abilità di evocare Sondatori-C.
Esplode quando viene ucciso.","Realiza uma ação aleatório em seu turno.
Possui um ataque de impulso que aplica atordoamento.
Possui um ataque de laser carregado que mata instantaneamente.
Possui a habilidade de invocar sondas-B.
Explode ao morrer."
ENEMY_YBLASTER_NAME,Y-Blaster,,Y-Blaster,Flingueur jaune,Y-Blaster,Disintegratore-G,Blaster-A
ENEMY_YBLASTER_DESC,"Shoots at units that cross its path.
Gains +1 Damage at the end of its turn.
Moves away when in danger.",,"Стріляє по юнітам, що перетинають його шлях.
Отримує +1 до шкоди в кінці свого ходу.
Відступає, коли в небезпеці.","Tire sur les unités qui croisent son chemin.
Dégât +1&nbsp;à la fin de son tour.
Recule quand il est en danger.","Schießt auf Einheiten, die seinen Pfad kreuzen.
Erhält am Ende seines Zuges +1&nbsp;Schaden.
Bewegt sich weg, wenn ihm Gefahr droht.","Spara alle unità che incrociano il suo percorso.
Ottiene +1 al Danno al termine del suo turno.
Si allontana quando è in pericolo.","Dispara contra unidades que cruzam seu caminho.
Obtém +1 de dano no final de seu turno.
Afasta-se ao sofrer dano."
ENEMY_GALIEN_NAME,G-Alien,,G-Alien,Petit-gris,G-Alien,Alieno-G,Alien-C
ENEMY_GALIEN_DESC,"Its ranged attack has Knockback.
Primes a Counterspell at the end of its turn.
Is powered up when Counterspell is primed.",,"Його далекобійна атака має відштовхування.
Підготовлює Контрзаклинання в кінці свого ходу.
Підсилюється, коли Контрзаклинання підготовлене.","Son attaque à distance inflige Recul.
Prépare un contre-sort à la fin de son tour.
Est renforcé quand le contre-sort est prêt.","Sein Fernkampfangriff verursacht Rückstoß.
Bereitet am Ende seines Zuges einen Konterzauber vor.
Ist verstärkt, wenn sein Konterzauber vorbereitet ist.","Il suo attacco a distanza genera Contraccolpo.
Innesca un Controincantesimo al termine del suo turno.
Quando Controincantesimo è innescato, si carica.","Seu ataque à distância possui empurrão.
Prepara um contrafeitiço no final de seu turno.
Energiza-se quando o contrafeitiço é preparado."
ENEMY_BPROBER_NAME,B-Prober,,B-Prober,Sondeur anal,A-Sondierer,Sondatore-C,Sonda-A
ENEMY_BPROBER_DESC,"Melee attacker. If it can melee attack a cat from behind it will inflict Charm.
This Charm lasts until the Charmed cat takes damage.",,"Атакує в ближньому бою. Якщо він може атакувати кота в спину, то накладе Зачарування.
Це зачарування триває, доки зачарований кіт не зазнає шкоди.","Attaque au corps-à-corps. Inflige Envoûtement aux chats qu'il attaque par-derrière.
Ledit Envoûtement persiste jusqu'à ce que le chat envoûté subisse des dégâts.","Nahkämpfer. Verursacht Charme, wenn er eine Katze von hinten angreifen kann.
Charme hält an, bis die betroffene Katze Schaden erleidet.","Specialista del corpo a corpo. Se riesce ad attaccare un gatto da dietro, infligge Fascino che dura finché il gatto affascinato non subisce danno.","Agressor corpo-a-corpo. Se puder atacar um gato por trás, aplica feitiço.
Esse feitiço dura até que o gato enfeitiçado sofra dano."
ENEMY_WAGGLE_NAME,Waggle,,Waggle,Frétillo,Wackli,Dondolone,Abano
ENEMY_WAGGLE_DESC,"Melee attacker.
Will turn enemy familiars and low health allies into Waggles!",,"Атакує в ближньому бою.
Перетворює ворожих фамільярів та союзників з низьким здоров'ям на Waggles!","Attaque au corps-à-corps.
Change les familiers ennemis et les alliés à faible PV en frétillos&nbsp;!","Nahkämpfer.
Verwandelt gegnerische Begleiter und Verbündete mit wenig LP in Wacklis!","Specialista del corpo a corpo.
Trasforma i famigli nemici e gli alleati con poca salute in Dondoloni!","Agressor corpo-a-corpo.
Transforma familiares inimigos e aliados com saúde baixa em abanos."
ENEMY_3X3WAGGLE_DESC,HOLY FUCKING SHIT,Keeping this?,HOLY FUCKING SHIT,BORDEL DE MERDE,HEILIGE VERDAMMTE SCHEIẞE,PORCA DI QUELLA PUTTANA,PUTA QUE PARIU
ENEMY_HALFRAT_NAME,Half-Rat,,Half-Rat,Mi-rat,Halbratte,Mezzo-Ratto,Meio-Rato
ENEMY_HALFRAT_DESC,Does a chaining dash attack.,,Виконує ланцюгову ривкову атаку.,Effectue une attaque impulsée en chaîne.,Führt einen Mehrfachansturm aus.,Esegue un attacco in scatto concatenato.,Realiza um ataque de impulso encadeado.
ENEMY_GAMETE_NAME,Gamete,,Gamete,Gamète,Gamet,Gamete,Gamete
ENEMY_GAMETE_DESC,Spawns random units.,,Заспавнює випадкові юніти.,Invoque des unités aléatoires.,Lässt zufällige Einheiten erscheinen.,Genera unità casuali.,Gera unidades aleatórias.
ENEMY_HALFDOG_NAME,Half-Dog,,Half-Dog,Mi-chien,Halbhund,Mezzo-Cane,Meio-Cão
ENEMY_HALFDOG_DESC,"Has a leap attack with Knockback.
Leap attacks in the direction it's facing when damaged.",,"Має стрибкову атаку з відштовхуванням.
Стрибкові атаки виконуються в напрямку, куди він дивиться, коли отримує шкоду.","Son attaque sautée inflige Recul.
Effectue des attaques sautées dans la direction qu'il regarde quand il est touché.","Hat einen Sprungangriff mit Rückstoß.
Springt in die Richtung, in die er blickt, wenn er Schaden erleidet.","Possiede un attacco in salto con Contraccolpo.
Attacca in salto nella direzione in cui è rivolto quando subisce danno.","Possui um ataque de salto com empurrão.
Realiza um ataque de salto na direção para a qual está virado ao sofrer dano."
ENEMY_CATHUMAN_NAME,Half-Human λ,,Half-Human λ,Mi-humain λ,Halbmensch λ,Mezzo-Umano λ,Meio-Humano λ
ENEMY_CATHUMAN_DESC,"Spawns Kittens.
Its melee attack inflicts injuries.
Can howl to Immobilize units.",,"Заспавнює Kittens.
Його атака в ближньому бою завдає поранень.
Може завити, щоб знерухомити юнітів.","Invoque des chatons.
Son attaque au corps-à-corps inflige des blessures.
Inflige Immobilisation en «&nbsp;miaulant&nbsp;».","Lässt Kätzchen erscheinen.
Sein Nahkampfangriff verursacht Verletzungen.
Kann heulen, um Einheiten bewegungsunfähig zu machen.","Genera Gattini.
Il suo attacco corpo a corpo infligge ferite.
Può ululare per infliggere Immobilizzazione alle unità.","Gera gatinhos.
Seu ataque corpo-a-corpo aplica ferimentos.
Pode uivar para imobilizar unidades."
ENEMY_HUMANCAT_NAME,Half-Human δ,,Half-Human δ,Mi-humain δ,Halbmensch δ,Mezzo-Umano δ,Meio-Humano δ
ENEMY_HUMANCAT_DESC,Melee attacker that Immobilizes. May dodge attacks unless attacked from the human side.,,"Атакує в ближньому бою і знерухомлює. Може ухилятися від атак, якщо його атакують не з людської сторони.",Attaque au corps-à-corps qui inflige Immobilisation. Esquive les attaques excepté si elles viennent du côté humain.,"Nahkämpfer, der Einheiten bewegungsunfähig macht. Kann Angriffen ausweichen, es sei denn, seine menschliche Seite wird angegriffen.","Specialista del corpo a corpo che infligge Immobilizzazione. Può schivare gli attacchi, a meno che l'attacco non venga portato dal lato della sua parte umana.",Agressor corpo-a-corpo que imobiliza. Pode se esquivar de ataques se não for atacado pelo lado humano.
ENEMY_HUMANCAT2_DESC,Has a spin attack with Knockback.,,Має обертальну атаку з відштовхуванням.,Son attaque tournoyante inflige Recul.,Hat einen Wirbelangriff mit Rückstoß.,Possiede un attacco rotante con Contraccolpo.,Possui um ataque giratório com empurrão.
ENEMY_COPBOT_NAME,Cop Bot,,Cop Bot,Roboflic,Polizeibot,Bot Poliziotto,Bot Policial
ENEMY_COPBOT_DESC,Melee attacker. Will shoot at enemies who damage its allies.,,"Атакує в ближньому бою. Стрілятиме по ворогах, які завдають шкоди його союзникам.",Attaque au corps-à-corps. Tire sur les ennemis qui attaquent ses alliés.,"Nahkämpfer. Schießt auf Gegner, die seinen Verbündeten Schaden zufügen.",Specialista del corpo a corpo. Spara ai nemici che infliggono danno ai suoi alleati.,Agressor corpo-a-corpo. Atira contra inimigos que causam dano contra seus aliados.
ENEMY_DRDITTO_NAME,Dr. Ditto,,Dr. Ditto,Dr Sansâme,Dr. Ditto,Dottor Ditto,Dr. Ditto
ENEMY_DRDITTO_DESC,"Fires explosive rockets that hit a random tile in an area.
Will Fear units near it at the start of its turn.
Its body revives at the end of the round.",,"Випускає вибухові ракети, які влучають у випадкові клітинки в певній області.
На початку свого ходу лякає юнітів поруч.
Його тіло відроджується в кінці раунду.","Lance des roquettes explosives qui touchent une case aléatoire dans une zone donnée.
Inflige Peur aux unités proches au début de son tour.
Son corps est réanimé en fin de manche.","Verschießt explosive Raketen, die zufällige Felder in einem bestimmten Bereich treffen.
Verursacht Angst bei Einheiten, die sich am Anfang seines Zuges in seiner Nähe befinden.
Wird am Ende der Runde wiederbelebt.","Spara razzi esplosivi che colpiscono caselle casuali all'interno di un'area.
Infligge Paura alle unità vicine all'inizio del suo turno.
Il suo corpo si rianima al termine del round.","Dispara foguetes explosivos que acertam um espaço aleatório em uma área.
Aplica medo em unidades próximas no início de seu turno.
Seu corpo revive no final da rodada."
ENEMY_POISONFROG_NAME,Poison Frog,,Poison Frog,Grenouille venimeuse,Giftfrosch,Rana Velenosa,Sapo Venenoso
ENEMY_POISONFROG_DESC,,,,,,,
ENEMY_MEGAMUTANT_NAME,Mega Mutant,,Мега-мутант,Méga mutant,Megamutant,Mega Mutante,Mega Mutante
ENEMY_MEGAMUTANT_DESC,"Melee attacks adjacent units with Knockback 10 at the start of its turn.
Performs a straight, long-range quake attack.
Can grab and instakill units if it can reach them.
Gains +99 Brace until its next turn when damaged.",its not +99 anymore is it?,"У ближньому бою атакує юнітів у сусідніх клітинках із Відштовхуванням 10 на початку свого ходу.
Виконує пряму далекобійну атаку-удар.
Може схопити й миттєво вбити юнітів, якщо зможе досягти їх.
Коли отримує шкоду, отримує +99 до Брейсу до свого наступного ходу.","Attaque les unités adjacentes avec Recul +10&nbsp;au début de son tour.
Génère un séisme en ligne droite de longue portée.
Peut attraper et tuer sur le coup les unités à sa portée.
Bénéficie de Garde +99&nbsp;jusqu'à son prochain tour quand il est touché.","Greift am Anfang seines Zuges benachbarte Einheiten mit Rückstoß&nbsp;10 an.
Kann ein gerades, weitreichendes Erdbeben beschwören.
Kann Einheiten packen und sofort töten, wenn sie sich in Reichweite befinden.
Erhält bis zu seinem nächsten Zug +99&nbsp;Wappnen, wenn er Schaden erleidet.","Esegue un attacco corpo a corpo con Contraccolpo 10 sulle unità adiacenti all'inizio del suo turno.
Esegue un attacco sismico frontale a lunga distanza.
Può afferrare e uccidere le unità istantaneamente se riesce a raggiungerle.
Quando subisce danno, ottiene +99 Guardia fino al suo prossimo turno.","Realiza ataques corpo-a-corpo com empurrão 10 em unidades adjacentes no início de seu turno.
Realiza um ataque de terremoto de longo alcance em linha reta.
Pode agarrar e matar instantaneamente unidades se puder alcançá-las.
Obtém +99 de preparação até o próximo turno ao sofrer dano."
ENEMY_CAVEMAN_NAME,Caveman,,Печерянин,Homme des cavernes,Höhlenmensch,Cavernicolo,Homem das Cavernas
ENEMY_CAVEMAN_DESC,"Has a multi-hit melee attack.
Hates Cats!",,"Має мультиударну атаку в ближньому бою.
Ненавидить котів!","Attaque multiple au corps-à-corps.
A horreur des chats&nbsp;!","Hat einen mehrfach treffenden Nahkampfangriff.
Hasst Katzen!","Possiede un attacco corpo a corpo multiplo.
Odia i gatti!","Possui um ataque corpo-a-corpo multigolpes.
Odeia gatos!"
ENEMY_CAVEBABY_NAME,Caveman Baby,,Малюк печерянина,Bébé des cavernes,Höhlenbaby,Bebè Cavernicolo,Bebê Homem das Cavernas
ENEMY_CAVEBABY_DESC,Has a melee attack with Lifesteal. Seeks food. Will grow up when it reaches full health.,,"Має атаку в ближньому бою з вампіризмом (відновлює здоров'я). Шукає їжу. Виросте, коли досягне повного здоров'я.",Son attaque au corps-à-corps inflige Vol de vie. Cherche de la nourriture. Grandit quand il atteint ses PV max.,"Hat einen Nahkampfangriff, der Leben absaugt. Ist auf Futtersuche. Wird erwachsen, wenn es volle LP erreicht.",Possiede un attacco corpo a corpo con Rubavita. Cerca cibo. Cresce una volta raggiunta la salute massima.,Possui um ataque corpo-a-corpo com roubo de vida. Busca comida. Cresce ao atingir a saúde total.
ENEMY_CAVEMANMAN_NAME,Caveman Man,,Печерянин,Homme des cavernes,Höhlenmann,Uomo Cavernicolo,Homem das Cavernas Homem
ENEMY_CAVEMANMAN_DESC,"Has a multi-hit melee attack. Will attempt to pick up spears.
Hates Cats!",,"Має мультиударну атаку в ближньому бою. Спробує підняти списи.
Ненавидить котів!","Attaque multiple au corps-à-corps. Tente de ramasser des lances.
A horreur des chats&nbsp;!","Hat einen mehrfach treffenden Nahkampfangriff. Wird versuchen, Speere zu sammeln.
Hasst Katzen!","Possiede un attacco corpo a corpo multiplo. Cerca di raccogliere le lance.
Odia i gatti!","Possui um ataque corpo-a-corpo multigolpes. Tenta pegar lanças.
Odeia gatos!"
ENEMY_SPEARCAVEMAN_NAME,Caveman Man,,Печерянин,Homme des cavernes,Höhlenmann,Uomo Cavernicolo,Homem Homem das Cavernas
ENEMY_SPEARCAVEMAN_DESC,"Can throw its spear to inflict Stun.
Hates Cats!",,"Може кинути свій спис, щоб завдати приголомшення.
Ненавидить котів!","Peut lancer sa lance pour infliger Étourdissement.
A horreur des chats&nbsp;!","Kann seinen Speer werfen, um Betäubung zu verursachen.
Hasst Katzen!","Può lanciare la sua lancia per infliggere Stordimento.
Odia i gatti!","Pode jogar sua lança para aplicar atordoamento.
Odeia gatos!
"
ENEMY_CAVEMANWOMAN_NAME,Caveman Woman,,Печерна жінка,Femme des cavernes,Höhlenfrau,Donna Cavernicola,Mulher Homem das Cavernas
ENEMY_CAVEMANWOMAN_DESC,"Will use cats as weapons.
Pregnant!",,"Використовує котів як зброю.
Вагітна!","Utilise les chats comme des armes.
Enceinte&nbsp;!","Benutzt Katzen als Waffe.
Sie ist schwanger!","Usa i gatti come armi.
Incinta!","Usa gatos como armas.
Grávida!"
ENEMY_CAVEMANWOMAN2_NAME,Caveman Woman,,Печерна жінка,Femme des cavernes,Höhlenfrau,Donna Cavernicola,Mulher Homem das Cavernas
ENEMY_CAVEMANWOMAN2_DESC,"Will use cats as weapons.
Pregnant!",,"Використовує котів як зброю.
Вагітна!","Utilise les chats comme des armes.
Enceinte&nbsp;!","Benutzt Katzen als Waffe.
Sie ist schwanger!","Usa i gatti come armi.
Incinta!","Usa gatos como armas.
Grávida!"
ENEMY_WEREMAN_NAME,Wereman,,Вермен,Homme-garou,Wermensch,Uomo Mannaro,Cavernoso
ENEMY_WEREMAN_DESC,"Has a multi-hit melee attack.
Will jump-attack units in range.
Hates Cavemen!",,"Має мультиударну атаку в ближньому бою.
Атакує зі стрибка юнітів у радіусі.
Ненавидить печерних людей!","Attaque multiple au corps-à-corps.
Tente une attaque sautée sur les unités à portée.
A horreur des hommes des cavernes&nbsp;!","Hat einen mehrfach treffenden Nahkampfangriff.
Springt Einheiten in Reichweite an.
Hasst Höhlenmenschen!","Possiede un attacco corpo a corpo multiplo.
Esegue un attacco in salto contro le unità all'interno del suo raggio.
Odia i Cavernicoli!","Possui um ataque corpo-a-corpo multigolpes.
Realiza um ataque de salto contra unidades dentro do alcance.
Odeia homens das cavernas!"
ENEMY_CAVEMANCHIEF_NAME,Caveman Chief,,Вождь печерних людей,Chef des cavernes,Höhlenhäuptling,Capo Cavernicolo,Chefe Homem das Cavernas
ENEMY_CAVEMANCHIEF_DESC,"Its melee attack inflicts Stun.
Goes for killing blows against enemies with 10 or fewer HP.
Buffs its humanoid allies.
Hates Cats!",,"Його атака в ближньому бою спричиняє Приголомшення.
Прагне добивати ворогів з 10 або менше ОЗ.
Підсилює своїх гуманоїдних союзників.
Ненавидить котів!","Son attaque au corps-à-corps inflige Étourdissement.
Achève les ennemis avec 10&nbsp;PV ou moins, en priorité.
Confère un bonus à ses alliés humanoïdes.
A horreur des chats&nbsp;!","Sein Nahkampfangriff verursacht Betäubung.
Tötet bevorzugt Gegner mit 10 oder weniger LP.
Stärkt seine menschlichen Verbündeten.
Hasst Katzen!","Il suo attacco corpo a corpo infligge Stordimento.
Cerca di effettuare colpi letali contro i nemici con 10 o meno PS.
Potenzia i suoi alleati umanoidi.
Odia i gatti!","Seu ataque corpo-a-corpo aplica atordoamento. Busca golpes finais contra inimigos com 10 ou menos PV.
Aplica fortalecimentos em aliados humanoides.
Odeia gatos!"
ENEMY_YETI_NAME,Yeti,,Єті,Yéti,Yeti,Yeti,Yeti
ENEMY_YETI_DESC,Has a triple-hit melee attack and a close-range Freeze attack.,,Має потрійну атаку в ближньому бою та заморожуючу атаку ближнього радіусу.,Dispose d'une attaque triple au corps-à-corps et une attaque à courte portée qui inflige Gel.,"Hat einen dreifach treffenden Nahkampfangriff und einen Nahkampfangriff, der Frost verursacht.",Possiede un attacco corpo a corpo da tre colpi e un attacco ravvicinato di tipo congelante.,Possui um ataque corpo-a-corpo triplo e um ataque de curta distância de congelamento.
ENEMY_FUZZER_NAME,Fuzzer,,Fuzzer,Duvet,Wolli,Pelosone,Penugeiro
ENEMY_FUZZER_DESC,"Melee attacker that inflicts Confusion, then runs away. Units that contact this gain Confusion.
Heals whenever an enemy damages itself with Confusion.",,"Атакувач ближнього бою, який накладає Спантеличення, а потім утікає. Юніти, що торкаються його, отримують Спантеличення.
Відновлюється щоразу, коли ворог завдає собі шкоди через Спантеличення.","Attaquant au corps-à-corps qui inflige Confusion, puis s'enfuit. Les unités qui entrent en contact avec subissent Confusion.
Se soigne chaque fois qu'un ennemi subit des dégâts à cause de Confusion.","Nahkämpfer, der Verwirrung verursacht und anschließend wegrennt. Einheiten, die ihn berühren, erleiden Verwirrung.
Heilt sich immer, wenn ein Gegner sich durch Verwirrung selbst verletzt.","Specialista del corpo a corpo che infligge Confusione per poi fuggire. Le unità che vi entrano in contatto ottengono Confusione.
Cura tutti gli alleati che si auto-infliggono danno a causa di Confusione.","Agressor corpo-a-corpo que aplica confusão e foge. Unidades que entram em contato sofrem confusão.
Cura-se sempre que um inimigo causa dano a si mesmo com a confusão."
ENEMY_WOOLYMAMMOTH_NAME,Wooly Mammoth,,Wooly Mammoth,Mammouth laineux,Wollhaarmammut,Mammut Lanoso,Mamute Lanoso
ENEMY_WOOLYMAMMOTH_DESC,"Has a melee attack that knocks units into the air, and a dash attack.
Will Bruise and Knockback adjacent units at the start of its turn.
Trample.",,"Має ближню атаку, яка підкидає юнітів у повітря, та атаку-ривок.
На початку свого ходу накладає Синяк і відкидає прилеглих юнітів.
Топтання.","Son attaque au corps-à-corps projette les unités en l'air. Dispose aussi d'une attaque impulsée.
Inflige Contusion et Recul aux unités adjacentes au début de son tour.
Piétinement.","Hat einen Nahkampfangriff, der Einheiten in die Luft stößt, und einen Ansturmangriff.
Verursacht am Anfang seines Zuges Beulen und Rückstoß bei benachbarten Einheiten.
Trampel.","Possiede un attacco corpo a corpo che lancia tutte le unità in aria, e un attacco in scatto.
Infligge Livido e Contraccolpo a tutte le unità adiacenti all'inizio del suo turno.
Calpestamento.","Possui um ataque corpo-a-corpo que lança unidades no ar e um ataque de impulso.
Aplica contusão e empurra unidades adjacentes no início de seu turno.
Atropelamento."
ENEMY_BUNGACHAMP_NAME,Bunga's Champion,,Bunga's Champion,Champion de Bunga,Bungas Champion,Campione di Bunga,Campeão de Bunga
ENEMY_BUNGACHAMP_DESC,One of Lord Bunga's top guys!,,Один із головних підручних лорда Бунги!,L'un des meilleurs éléments de Seigneur Bunga&nbsp;!,Einer der besten Krieger von Lord Bunga!,Uno dei migliori uomini di Lord Bunga!,Um dos prediletos de Lorde Bunga!
ENEMY_TREX_NAME,T-Rex,,T-Rex,Tyrannosaure,T-Rex,T-Rex,T-Rex
ENEMY_TREX_DESC,"Will seek out the last unit that damaged it and attempt to eat it.
Will stomp and inflict Immobile on adjacent units at the end of its turn.
Trample.",,"Шукатиме останній юніт, що завдав йому шкоди, і намагатиметься його з'їсти.
У кінці свого ходу буде топтати та накладати Нерухомість на прилеглих юнітів.
Топтання.","Cherche la dernière unité qui l'a blessé et tente de la dévorer.
Piétine et inflige Immobilisation aux unités adjacentes à la fin de son tour.
Piétinement.","Sucht die letzte Einheit, die ihm Schaden zugefügt hat und versucht sie zu fressen.
Tritt benachbarte Einheiten am Ende seines Zuges und macht sie bewegungsunfähig.
Trampel.","Dà la caccia all'ultima unità che gli ha inflitto danno e cerca di mangiarla.
Carica e infligge Immobilizzazione alle unità adiacenti alla fine del suo turno.
Calpestamento.","Busca a última unidade que lhe causou dano e tenta comê-la.
Realiza um pisão e aplica imobilidade em unidades adjacentes no final de seu turno.
Atropelamento."
ENEMY_STEGOSAURUS_NAME,Stegosaurus,,Stegosaurus,Stégosaure,Stegosaurus,Stegosauro,Estegossauro
