KEY,en,notes,sp,fr,de,it,pt-br
KEYWORD_DELAYEDPAIN_DESC_STACKLESS,Delayed damage is taken all at once at the end of your turn.,,Відкладена шкода наноситься вся одразу в кінці вашого ходу.,Les dégâts différés sont subis d'un seul coup à la fin de votre tour.,Verzögerter Schaden wird am Ende deines Zuges aufsummiert und verursacht.,Il danno ritardato viene subito tutto insieme alla fine del tuo turno.,O dano atrasado é sofrido de uma vez só no final de seu turno.
KEYWORD_DEXUP_NAME,Dexterity Up,,Підвищення спритності,Dextérité (+),Geschicklichkeit hoch,Destrezza +,Destreza Aumentada
KEYWORD_DEXUP_DESC,"Dexterity increased by {stacks}.
Dexterity affects ranged attack and ranged ability damage.",,"Спритність збільшено на {stacks}.
Спритність впливає на шкоду від дальньої атаки й дальньої здібності.","Dextérité +{stacks}.
La dextérité affecte les dégâts des attaques et compétences à distance.","Geschicklichkeit um {stacks} erhöht.
Geschicklichkeit wirkt sich auf den Schaden von Fernkampfangriffen und -fähigkeiten aus.","La destrezza aumenta di {stacks}.
La destrezza influenza il danno da attacco a distanza e il danno da abilità a distanza.","A destreza é aumentada em {stacks}.
A constituição afeta o dano de ataques e habilidades à distância."
KEYWORD_DEXDOWN_NAME,Dexterity Down,,Зменшення спритності,Dextérité (-),Geschicklichkeit runter,Destrezza -,Destreza Diminuída
KEYWORD_DEXDOWN_DESC,"Dexterity decreased by {absstacks}.
Dexterity affects ranged attack and ranged ability damage.",,"Спритність зменшено на {absstacks}.
Спритність впливає на шкоду від дальньої атаки й дальньої здібності.","Dextérité -{absstacks}.
La dextérité affecte les dégâts des attaques et compétences à distance.","Geschicklichkeit um {absstacks} verringert.
Geschicklichkeit wirkt sich auf den Schaden von Fernkampfangriffen und -fähigkeiten aus.","La destrezza diminuisce di {stacks}.
La destrezza influenza il danno da attacco a distanza e il danno da abilità a distanza.","A destreza é diminuída em {absstacks}.
A destreza afeta o dano de ataques e habilidades à distância."
KEYWORD_DIMINISHREGEN_NAME,Health Regen (Diminishing),,Відновлення здоров'я (зменшується),Régénération de PV (décroissante),Lebensregeneration (Nachlassend),Rigenerazione Salute (Decrescente),Regeneração de Saúde (Decrescente)
KEYWORD_DIMINISHREGEN_DESC,"Regen {stacks} health at the end of its turn, then decreases Health Regen by 1.",,"Відновлює {stacks} здоров'я в кінці свого ходу, потім зменшує Відновлення здоров'я на 1.","Régénère {stacks} PV à la fin de son tour, puis Régénération de PV -1.",Regeneriert am Ende des Zuges {stacks}&nbsp;Gesundheit und verringert Lebensregeneration um 1.,"Rigenera {stacks} di salute alla fine del suo turno, poi riduce Rigenerazione Salute di 1.","Regenera {stacks} de saúde no final de seu turno, e então diminui a regeneração de saúde em 1."
KEYWORD_DIMINISHREGEN_DESC_STACKLESS,"Regen health at the end of its turn, then decreases Health Regen by 1.",,"Відновлює здоров'я в кінці свого ходу, після чого відновлення здоров'я зменшується на 1.","Régénère des PV à la fin de son tour, puis Régénération de PV -1.",Regeneriert am Ende des Zuges Gesundheit und verringert Lebensregeneration um 1.,"Rigenera salute alla fine del suo turno, poi riduce Rigenerazione Salute di 1.","Regenera saúde no final de seu turno, e então diminui a regeneração de saúde em 1."
KEYWORD_DIVINESHIELD_NAME,Holy Shield,,Священний Щит,Défense divine,Heiliger Schild,Scudo Sacro,Escudo Sagrado
KEYWORD_DIVINESHIELD_DESC,Blocks an entire instance of incoming damage.,,Блокує один повний випадок вхідної шкоди.,Bloque entièrement une instance de dégâts que vous subissez.,Blockiert den gesamten Schaden eines Angriffs.,Blocca completamente un'istanza di danno in arrivo.,Bloqueia completamente uma instância de dano iminente.
KEYWORD_DODGE_NAME,Dodge,,Ухилення,Esquive,Ausweichen,Schivata,Esquiva
KEYWORD_DODGE_DESC,Dodges the next {stacks} attacks.,,Ухиляється від наступних {stacks} атак.,Esquive les {stacks} prochaines attaques.,Weicht den nächsten {stacks}&nbsp;Angriffen aus.,Schiva i successivi {stacks} attacchi.,Esquiva-se dos próximos {stacks} ataques.
KEYWORD_DODGE_DESC_STACKLESS,Dodges the next attack.,,Ухиляється від наступної атаки.,Esquive la prochaine attaque.,Weicht dem nächsten Angriff aus.,Schiva il prossimo attacco.,Esquiva-se do próximo ataque.
KEYWORD_DODGECHANCE_NAME,Dodge Chance,,Шанс ухилення,Chances d'esquive,Ausweichchance,Probabilità di schivata,Chance de Esquiva
KEYWORD_DODGECHANCE_DESC,Dodge Chance increased by {stacks}%.,,Шанс ухилення збільшено на {stacks}%.,Chances d'esquive +{stacks}&nbsp;%.,Ausweichchance um {stacks}&nbsp;% erhöht.,La probabilità di schivata aumenta del {stacks}%.,A chance de esquiva é aumentada em {stacks}%.
KEYWORD_DOOMED_NAME,Doomed,,Приречений,Damnation,Todesurteil,Condanna,Perdição
KEYWORD_DOOMED_DESC,"Ticks down at the end of your turn. When it hits 0, Die.",,Зменшується в кінці вашого ходу. Коли досягає 0 — помирає.,"-1&nbsp;au décompte à la fin de votre tour. À zéro, vous mourez.","Zählt am Ende deines Zuges herunter. Stirb, wenn der Timer 0 erreicht.","Il valore si riduce alla fine del tuo turno. Quando raggiunge lo 0, muori.","Diminui no final do seu turno. Ao chegar a 0, morra."
KEYWORD_DOUBLECAST_NAME,Double Action,,Подвійна дія,Action double,Doppelaktion,Doppia Azione,Ação Dupla
KEYWORD_DOUBLECAST_DESC,The next ability you use is used an additional time for free.,,"Наступна здібність, яку ви використаєте, буде застосована ще раз безкоштовно.",La prochaine compétence que vous utilisez bénéficie d'une utilisation bonus gratuite.,"Die nächste Fähigkeit, die du einsetzt, wird ein zusätzliches Mal kostenlos ausgelöst.",La prossima abilità che usi viene usata una volta in più gratuitamente.,A próxima habilidade que você utilizar é usada uma segunda vez sem custo.
KEYWORD_DOUBLECASTSPELL_NAME,Double Cast,,Подвійне заклинання,Sort double,Doppelzauber,Doppio Lancio,Lançamento Duplo
KEYWORD_DOUBLECASTSPELL_DESC,The next spell you cast is cast an additional time for free.,,"Наступне заклинання, яке ви застосуєте, буде накладено ще раз безкоштовно.",Le prochain sort que vous utilisez bénéficie d'une utilisation bonus gratuite.,"Der nächste Zauber, den du einsetzt, wird ein zusätzliches Mal kostenlos ausgelöst.",Il prossimo incantesimo che lanci viene lanciato una volta in più gratuitamente.,O próximo encantamento que você utilizar é lançado uma segunda vez sem custo.
KEYWORD_DOUBLECASTTHISTURN_NAME,Double Cast (This Turn),,Подвійне заклинання (цього ходу),Sort double (ce tour),Doppelzauber (dieser Zug),Doppio Lancio (questo turno),Lançamento Duplo (Neste turno)
KEYWORD_DOUBLECASTTHISTURN_DESC,The next spell you cast this turn is cast an additional time for free.,,"Наступне заклинання, яке ви застосуєте цього ходу, буде накладено ще раз безкоштовно.",Le prochain sort que vous utilisez bénéficie d'une utilisation bonus gratuite ce tour.,"Der nächste Zauber, den du in diesem Zug einsetzt, wird ein zusätzliches Mal kostenlos ausgelöst.",Il prossimo incantesimo che lanci in queso turno viene lanciato una volta in più gratuitamente.,O próximo encantamento que você utilizar neste turno é lançado uma segunda vez sem custo.
KEYWORD_DROWSY_NAME,Drowsy,,Сонливий,Somnolence,Schläfrig,Sonnolenza,Sonolência
KEYWORD_DROWSY_DESC,Falls asleep at the end of its turn.,,Засинає в кінці свого ходу.,S'endort à la fin de son tour.,Schläft am Ende des Zuges ein.,Si addormenta alla fine del suo turno.,Adormece no final de seu turno.
KEYWORD_DYBBUKED_NAME,Possessed by Dybbuk,,Одержимий Dybbuk,Possession de Dibbouk,Vom Dibbuk besessen,Possessione di Dybbuk,Possessão por Dybbuk
KEYWORD_DYBBUKED_DESC,This cat is possessed by Dybbuk. Down this cat to exorcise him.,,"Цей кіт одержимий Dybbuk. Поваліть цього кота, щоб вигнати його.",Ce chat est possédé par Dibbouk. Mettez-le K.O. pour l'exorciser.,"Diese Katze wurde vom Dibbuk besessen. Sie muss in Ohnmacht fallen, um sie von ihm zu befreien.",Questo gatto è posseduto da Dybbuk. Manda KO questo gatto per esorcizzarlo.,Este gato foi possuído por Dybbuk. Derrote-o para exorcizá-lo.
KEYWORD_EMPTYMIND_NAME,Empty Mind,,Порожній розум,Vide mental,Leerer Geist,Mente Vuota,Mente Vazia
KEYWORD_EMPTYMIND_DESC,"Spells are disabled. Whenever it gets a kill, it takes an extra turn.",,"Заклинання відключені. Коли воно вбиває, отримує додатковий хід.","Les sorts sont désactivés. À chaque ennemi tué, bénéficie d'un tour bonus.","Zauber sind deaktiviert. Immer, wenn die Einheit etwas tötet, erhält sie einen zusätzlichen Zug.","Gli incantesimi sono disabilitati. Ogni volta che uccide, effettua un turno aggiuntivo.","Encantamentos são desabilitados. Sempre que obtiver uma baixa, obtém também um turno adicional."
KEYWORD_EVENTBOUNTY_NAME,Bounty,,Нагорода,Prime,Kopfgeld,Taglia,Recompensa
KEYWORD_EVENTBOUNTY_DESC,Hunted by the bounty hunter.,,За ним полює мисливець за головами.,Cible du chasseur de primes.,Wird von einem Kopfgeldjäger verfolgt.,Quest'unità è braccata dal cacciatore di taglie.,Possui um caçador de recompensas em seu encalço.
KEYWORD_EXHAUSTION_NAME,Exhaustion,,Виснаження,Épuisement,Erschöpfung,Spossatezza,Exaustão
KEYWORD_EXHAUSTION_DESC,"Takes {stacks} unblockable damage at the start of its turn, then increase Exhaustion by 1. Whenever it would gain mana or health, gain {stacks} less mana or health. Combat regen disabled. Cannot be removed. It's time to finish the fight.",,"На початку свого ходу отримує {stacks} незаблокованої шкоди, потім Виснаження збільшується на 1. Кожного разу, коли воно має отримати ману або здоров'я, воно отримує на {stacks} менше. Регенерація в бою вимкнена. Неможливо зняти. Час завершити бій.","Subit {stacks} dégâts imparables au début de son tour, puis Épuisement +1. Chaque fois qu'il devrait gagner du mana ou des PV, il en gagne {stacks} de moins. Régénération en combat désactivée. Ne peut pas être retiré. Il est temps d'en finir.","Erleidet am Anfang des Zuges {stacks} unvermeidbaren Schaden und erhöht Erschöpfung um 1. Immer, wenn die Einheit Mana oder Leben erhalten würde, erhält sie {stacks} weniger Mana oder Leben. Kampfregeneration deaktiviert. Kann nicht entfernt werden. Zeit, den Kampf zu beenden.","Subisce {stacks} di danno non parabile all'inizio del suo turno, poi aumenta Spossatezza di 1. Ogni volta che dovrebbe ottenere mana o salute, ottiene {stacks} in meno di mana o salute. Rigenerazione in combattimento disabilitata. Non può essere rimossa. È ora di concludere lo scontro.","Sofre {stacks} de dano não-bloqueável no início de seu turno, e então aumenta a exaustão em 1. Sempre que for obter mana ou saúde, obtém {stacks} a menos de mana ou saúde. Regeneração de combate desabilitada. Impossível remover. Está na hora de acabar com a luta."
KEYWORD_EXHAUSTION_DESC_STACKLESS,"Takes unblockable damage at the start of its turn, then increase Exhaustion by 1. Decreases mana and health gain. Combat regen disabled.",,"На початку свого ходу отримує незаблоковану шкоду, потім Виснаження збільшується на 1. Зменшує отримання мани та здоров'я. Регенерація в бою вимкнена.","Subit des dégâts imparables au début de son tour, puis Épuisement +1. Réduit les gains de mana et de PV. Régénération en combat désactivée.",Erleidet am Anfang des Zuges unvermeidbaren Schaden und erhöht Erschöpfung um 1. Verringert erhaltenes Mana und Leben. Kampfregeneration deaktiviert.,"Subisce danno non parabile all'inizio del suo turno, poi aumenta Spossatezza di 1. Riduce il guadagno di mana e salute. Rigenerazione in combattimento disabilitata.","Sofre dano não-bloqueável no início de seu turno, e então aumenta a exaustão em 1. Diminui os ganhos de mana e saúde. Regeneração de combate desabilitada."
KEYWORD_EXTRAATTACK_NAME,Extra Attacks,,Додаткові атаки,Attaques supplémentaires,Zusätzliche Angriffe,Attacchi Aggiuntivi,Ataques Adicionais
KEYWORD_EXTRAATTACK_DESC,Can attack {stacks} extra times each turn.,,Може виконувати {stacks} додаткових атак кожен хід.,Peut attaquer {stacks} fois de plus chaque tour.,Kann pro Zug {stacks}-mal mehr angreifen.,Può attaccare {stacks} volte in più ogni turno.,Pode atacar {stacks} vezes adicionais em cada turno.
KEYWORD_EXTRAMOVE_NAME,Extra Moves,,Додаткові переміщення,Déplacements supplémentaires,Zusätzliche Bewegung,Movimenti Aggiuntivi,Movimentos Adicionais
KEYWORD_EXTRAMOVE_DESC,Can move {stacks} extra times each turn.,,Може переміститися {stacks} додаткових разів кожен хід.,Peut se déplacer {stacks} fois de plus chaque tour.,Kann sich pro Zug {stacks}-mal mehr bewegen.,Può muoversi {stacks} volte in più ogni turno.,Pode se mover {stacks} vezes adicionais em cada turno.
KEYWORD_FEAR_NAME,Fear,,Страх,Peur,Angst,Paura,Medo
KEYWORD_FEAR_DESC,Moves as far away from enemies as it can at the start of its turn.,,На початку свого ходу віддаляється від ворогів якомога далі.,S'éloigne le plus possible des ennemis au début de son tour.,Bewegt sich am Anfang des Zuges so weit wie möglich von Gegnern weg.,Si allontana il più possibile dai nemici all'inizio del suo turno.,Move-se tão longe quanto possível de inimigos no início de seu turno.
KEYWORD_FREESPELL_NAME,Free Spell,,Безкоштовне заклинання,Sort gratuit,Kostenloser Zauber,Incantesimo Gratuito,Encantamento Grátis
KEYWORD_FREESPELL_DESC,The next spell you cast costs 0 mana.,,"Наступне заклинання, яке ви застосуєте, коштує 0 мани.",Le sort suivant coûte 0&nbsp;mana.,"Der nächste Zauber, den diese Einheit wirkt, kostet 0&nbsp;Mana.",Il prossimo incantesimo che lanci costa 0 mana.,O próximo encantamento que você lançar custa 0 de mana.
KEYWORD_FREEZE_NAME,Freeze,,Заморожено,Gel,Frost,Congelamento,Congelamento
KEYWORD_FREEZE_DESC,Cannot take damage. Unfreezes at the start of its turn.,,Не може отримувати шкоду. Розморожується на початку свого ходу.,Ne peut pas subir de dégâts. Se dégèle au début de son tour.,Einheit kann keinen Schaden erleiden. Taut am Anfang ihres nächsten Zuges auf.,Non può subire danno. Si scongela all'inizio del suo turno.,Não pode sofrer dano. Descongela no início de seu turno.
KEYWORD_GRAPPLED_NAME,Grappled,,Схоплений,Agrippé,Gepackt,Avvinghiamento,Agarrão
KEYWORD_GRAPPLED_DESC,Immobile as long as it's next to the thing that grappled it.,,"Непорухомий, поки поруч із ним знаходиться те, що його схопило.",L'unité à proximité de ce qui l'a agrippée subit Immobilisation.,"Unbeweglich, solange diese Einheit sich neben der Einheit befindet, die sie gepackt hat.",L'unità è immobilizzata finché resta vicina alla cosa che l'ha avvinghiata.,Permanece imóvel enquanto estiver ao lado da fonte do agarrão.
KEYWORD_HEALTHREGEN_NAME,Health Regen,,Регенерація здоров'я,Régénération de PV,Lebensregeneration,Rigenerazione Salute,Regeneração de Saúde
KEYWORD_HEALTHREGEN_DESC,Regenerate {stacks} health at the end of its turn.,,Відновлює {stacks} здоров'я в кінці свого ходу.,Régénère {stacks} PV à la fin de son tour.,Regeneriert am Ende des Zuges {stacks}&nbsp;Gesundheit.,Rigenera {stacks} di salute alla fine del suo turno.,Regenera {stacks} de saúde no final de seu turno.
KEYWORD_HEALTHREGEN_DESC_STACKLESS,Regenerates health at the end of its turn.,,Відновлює здоров'я в кінці свого ходу.,Régénère des PV à la fin de son tour.,Regeneriert am Ende des Zuges Gesundheit.,Rigenera salute alla fine del suo turno.,Regenera saúde no final de seu turno.
KEYWORD_HEAVIERHITS_NAME,Heavier Hits,,Важчі удари,Coups violents,Härtere Schläge,Colpi Pesantissimi,Golpes Muito Pesados
KEYWORD_HEAVIERHITS_DESC_STACKS,Physical damage inflicts Bruise {stacks} this turn.,,Фізична шкода накладає Синець {stacks} цього ходу.,Les dégâts physiques infligent Contusion {stacks} ce tour.,Physischer Schaden verursacht in diesem Zug Beulen&nbsp;{stacks}.,Il danno fisico infligge Livido {stacks} in questo turno.,O dano físico aplica contusão {stacks} neste turno.
KEYWORD_HEAVYHITS_NAME,Heavy Hits,,Важкі удари,Coups lourds,Harte Schläge,Colpi Pesanti,Golpes Pesados
KEYWORD_HEAVYHITS_DESC_STACKS,Basic attack inflicts Bruise {stacks} this turn.,,Базова атака накладає Синець {stacks} цього ходу.,L'attaque de base inflige Contusion {stacks} ce tour.,Grundangriffe verursachen in diesem Zug Beulen&nbsp;{stacks}.,L'attacco base infligge Livido {stacks} in questo turno.,O ataque básico aplica contusão {stacks} neste turno.
KEYWORD_HEX_NAME,Hex,,Прокляття,Magie vorace,Verhext,Maledizione,Bruxaria
KEYWORD_HEX_DESC,Spells cost {stacks} more mana to cast.,,Заклинання коштують на {stacks} більше мани.,Les sorts coûtent +{stacks} mana.,Zauber kosten {stacks}&nbsp;Mana mehr.,Lanciare gli incantesimi costa {stack} mana in più.,Encantamentos custam {stacks} a mais de mana para serem lançados.
KEYWORD_HEX_DESC_STACKLESS,Spells cost more mana to cast.,,Заклинання коштують більше мани.,Les sorts coûtent davantage de mana.,Zauber kosten mehr Mana.,Lanciare gli incantesimi costa più mana.,Encantamentos custam mais mana para serem lançados.
KEYWORD_IMMOBILE_NAME,Immobile,,Нерухомий,Immobilisation,Unbeweglich,Immobilizzazione.,Imobilização
KEYWORD_IMMOBILE_DESC,Cannot move.,,Не може рухатися.,Ne peut pas bouger.,Kann sich nicht bewegen.,Il movimento è impossibile.,Não pode se mover.
KEYWORD_INFESTED_NAME,Infested,,Заражений,Infestation,Infiziert,Infestato,Infestação
KEYWORD_INFESTED_DESC,"The things infesting this pop out when it dies, destroying its corpse.",,"Сутності, що заражають цей юніт, вилізають, коли він вмирає, знищуючи його труп.","Les choses qui l'infestent en jaillissent lorsqu'il meurt, détruisant son cadavre.","Was auch immer diese Einheit infiziert, platzt aus ihr heraus, wenn sie stirbt, und zerstört ihre Leiche.","Le cose che infestano quest'unità vengono fuori quando muore, distruggendone il cadavere.","As coisas que estão infestando isto explodem após sua morte, destruindo seu corpo."
KEYWORD_INTUP_NAME,Intelligence Up,,Інтелект збільшено,Intelligence (+),Intelligenz hoch,Intelligenza +,Inteligência Aumentada
KEYWORD_INTUP_DESC,"Intelligence increased by {stacks}.
Intelligence affects mana regen.",,"Інтелект збільшено на {stacks}.
Інтелект впливає на відновлення мани.","Intelligence +{stacks}.
L'intelligence affecte la régénération de mana.","Intelligenz um {stacks} erhöht.
Intelligenz wirkt sich auf Manaregeneration aus.","L'intelligenza aumenta di {stacks}.
L'intelligenza influenza la rigenerazione del mana.","A inteligência é aumentada em {stacks}.
A inteligência afeta a regeneração de mana."
KEYWORD_INTDOWN_NAME,Intelligence Down,,Інтелект зменшено,Intelligence (-),Intelligenz runter,Intelligenza -,Inteligência Diminuída
KEYWORD_INTDOWN_DESC,"Intelligence decreased by {absstacks}.
Intelligence affects mana regen.",,"Інтелект зменшено на {absstacks}.
Інтелект впливає на відновлення мани.","Intelligence -{absstacks}.
L'intelligence affecte la régénération de mana.","Intelligenz um {absstacks} verringert.
Intelligenz wirkt sich auf Manaregeneration aus.","L'intelligenza diminuisce di {stacks}.
L'intelligenza influenza la rigenerazione del mana.","A inteligência é diminuída em {absstacks}.
A inteligência afeta a regeneração de mana."
KEYWORD_INVULNERABLE_NAME,Invulnerable,,Невразливий,Invulnérabilité,Unverwundbar,Invulnerabile,Invulnerabilidade
KEYWORD_INVULNERABLE_DESC,Does not take damage.,,Не отримує шкоди.,Ne peut pas subir de dégâts.,Erleidet keinen Schaden.,Non subisce danno.,Não sofre dano.
KEYWORD_KINETICSPPIKES_NAME,Kinetic Spikes,,Кінетичні шипи,Pics cinétiques,Kinetiknadeln,Spuntoni Cinetici,Espinhos Cinéticos
KEYWORD_KINETICSPPIKES_DESC,"When this takes damage, emit {stacks} Sparkles.",,"Коли цей юніт отримує шкоду, випускає {stacks} Іскорок.","Subissant des dégâts, {stacks} étincelles sont émises.","Einheit versprüht {stacks}&nbsp;Funken, wenn sie Schaden erleidet.","Quando subisce danno, emette {stacks} Scintille.","Ao sofrer dano, emite {stacks} fagulhas."
KEYWORD_KINETICSPPIKES_DESC_SINGULAR,"When this takes damage, emit a Sparkle.",,"Коли цей юніт отримує шкоду, випускає Іскорку.","Subissant des dégâts, une étincelle est émise.","Einheit versprüht einen Funken, wenn sie Schaden erleidet.","Quando subisce danno, emette una Scintilla.","Ao sofrer dano, emite uma fagulha."
KEYWORD_KINETICSPPIKES_DESC_STACKLESS,"When this takes damage, emit Sparkles.",,"Коли цей юніт отримує шкоду, випускає Іскорки.","Subissant des dégâts, des étincelles sont émises.","Einheit versprüht Funken, wenn sie Schaden erleidet.","Quando subisce danno, emette Scintille.","Ao sofrer dano, emite fagulhas."
KEYWORD_LEECHES_NAME,Leeches,,П'явки,Sangsues,Blutegel,Sanguisughe,Sanguessugas
KEYWORD_LEECHES_NAME_APPLIER,{applier's} Leeches.,,{applier's} П'явки.,Sangsues ({applier}).,Blutegel von {applier},Sanguisughe di {applier}.,Sanguessugas de {applier's}.
KEYWORD_LEECHES_DESC,Drains {stacks} health at the end of the round.,,Висмоктує {stacks} здоров'я в кінці раунду.,Draine {stacks} PV à la fin de la manche.,Saugt am Ende der Runde {stacks}&nbsp;Gesundheit ab.,Prosciuga {stacks} di salute alla fine del round.,Drena {stacks} de saúde no final da rodada.
KEYWORD_LEECHES_DESC_APPLIER,Drains {stacks} health at the end of {applier's} turn and gives it to {applier}.,,Висмоктує {stacks} здоров'я в кінці ходу {applier's} і віддає його {applier}.,Draine {stacks} PV et les donne à {applier} à la fin de son tour.,Saugt am Ende des Zugs von {applier} {stacks}&nbsp;Gesundheit ab und heilt {applier}.,Prosciuga {stacks} di salute alla fine del turno di {applier} e le fornisce a {applier}.,Drena {stacks} de saúde no final do turno de {applier's} e a concede para {applier}.
KEYWORD_LEECHES_DESC_STACKLESS,Drains health from the leeched unit at the end of your turn.,,Висмоктує здоров'я з юніта з п'явками в кінці вашого ходу.,Draine les PV de la victime de cet effet à la fin de votre tour.,Saugt am Ende deines Zuges Gesundheit von der betroffenen Einheit ab.,Prosciuga la salute dell'unità affetta alla fine del tuo turno.,Drena saúde da unidade com sanguessuga no final do seu turno.
KEYWORD_LIFESTEAL_NAME,Lifesteal,,Поглинання життя,Vol de vie,Leben stehlen,Rubavita,Roubo de Vida
KEYWORD_LIFESTEAL_DESC,The next {stacks} basic attacks you do heal you for the amount of health damage they inflict.,,"Наступні {stacks} базових атак, які ви здійснюєте, відновлюють вам здоров'я на суму завданої ними шкоди.",Vos {stacks} prochaines attaques de base vous soignent d'un montant de PV égal aux dégâts qu'elles infligent.,Deine nächsten {stacks}&nbsp;Grundangriffe heilen dich in Höhe des verursachten Schadens.,I successivi {stacks} attacchi base che esegui ti curano per la quantità di danno alla salute che infliggono.,Seus próximos {stacks} ataques básicos curam você de forma equivalente ao dano à saúde causado.
KEYWORD_LIFESTEAL_DESC_STACKLESS,Your next basic attack heals you for the amount of health damage it inflicts.,,Ваша наступна базова атака відновлює вам здоров'я на суму завданої нею шкоди.,Votre prochaine attaque de base vous soigne d'un montant de PV égal aux dégâts qu'elle inflige.,Dein nächster Grundangriff heilt dich in Höhe des verursachten Schadens.,Il tuo prossimo attacco base ti cura per la quantità di danno alla salute che infligge.,Seu próximo ataque básico cura você de forma equivalente ao dano à saúde causado.
KEYWORD_LIFESTEAL2_DESC,Heals you equal to the amount of health damage dealt.,,"Відновлює вам здоров'я, рівне завданій шкоді.",Vous soigne d'un montant de PV égal aux dégâts infligés.,Heilt dich in Höhe des verursachten Schadens.,Ti cura in modo pari alla quantità di danno alla salute inflitto.,Cura você de forma equivalente ao dano à saúde causado.
KEYWORD_LCKUP_NAME,Luck Up,,Удача +,Chance (+),Glück hoch,Fortuna +,Sorte Aumentada
KEYWORD_LCKUP_DESC,"Luck increased by {stacks}.
Luck affects base crit chance and all randomness.",,"Удача збільшена на {stacks}.
Удача впливає на базовий шанс критичного удару та на всі випадкові події.","Chance +{stacks}.
La chance affecte les chances de coup critique de base ainsi que toute forme d'aléatoire.","Glück um {stacks} erhöht.
Glück wirkt sich auf die kritische Trefferchance und alle zufälligen Ereignisse aus.","La fortuna aumenta di {stacks}.
La fortuna influenza la probabilità di colpo critico base e di tutte le casualità.","A sorte é aumentada em {stacks}.
A sorte afeta a chance de crítico base e tudo que é aleatório."
KEYWORD_LCKDOWN_NAME,Luck Down,,Удача -,Chance (-),Glück runter,Fortuna -,Sorte Diminuída
KEYWORD_LCKDOWN_DESC,"Luck decreased by {absstacks}.
Luck affects base crit chance and all randomness.",,"Удача зменшена на {absstacks}.
Удача впливає на базовий шанс критичного удару та на всі випадкові події.","Chance -{absstacks}.
La chance affecte les chances de coup critique de base ainsi que toute forme d'aléatoire.","Glück um {absstacks} verringert.
Glück wirkt sich auf die kritische Trefferchance und alle zufälligen Ereignisse aus.","La fortuna diminuisce di {stacks}.
La fortuna influenza la probabilità di colpo critico base e di tutte le casualità.","A sorte é diminuída em {absstacks}.
A sorte afeta a chance de crítico base e tudo que é aleatório."
KEYWORD_MADNESS_NAME,Madness,,Божевілля,Folie,Wahnsinn,Follia,Insanidade
KEYWORD_MADNESS_DESC,Thinks everything is an enemy. Uncontrollable.,,Вважає все ворогом. Неконтрольований.,Tout lui semble être un ennemi. Incontrôlable.,Hält alles für einen Gegner. Unkontrollierbar.,Pensa che ogni cosa sia un nemico. Incontrollabile.,Pensa que tudo é um inimigo. Incontrolável.
KEYWORD_MAGICWEAKNESS_NAME,Magic Weakness,,Магічна слабкість,Vulnérabilité magique,Magieschwäche,Debolezza Magica,Fraqueza Contra Magia
KEYWORD_MAGICWEAKNESS_DESC,Incoming magic damage has 100% Crit Chance and can't miss.,,Вхідна магічна шкода має 100% шанс критичного удару і не може промахнутися.,Les dégâts que vous subissez ont 100&nbsp;% de chances de coup critique et touchent à coup sûr.,Erlittener magischer Schaden hat 100&nbsp;% kritische Trefferchance und kann nicht verfehlen.,Il danno magico in arrivo ha una probabilità di colpo critico del 100% e non può mancare il bersaglio.,O dano mágico sofrido possui 100% de chance de crítico e não pode errar.
KEYWORD_MANALEECHES_NAME,Mana Leeches,,П'явки мани,Sangsue de mana,Manablutegel,Assorbi-Mana,Sanguessugas de Mana
KEYWORD_MANALEECHES_NAME_APPLIER,{applier's} Mana Leeches,,{applier's} П'явки мани,Sangsues de mana ({applier}).,Manablutegel von {applier},Assorbi-Mana di {applier},Sanguessugas de mana de {applier's}
KEYWORD_MANALEECHES_DESC,Drains {stacks} mana at the end of the round.,,Висмоктує {stacks} мани в кінці раунду.,Draine {stacks} mana à la fin de la manche.,Saugen am Ende der Runde {stacks}&nbsp;Mana ab.,Prosciuga {stacks} di mana alla fine del round.,Drena {stacks} de mana no final da rodada.
KEYWORD_MANALEECHES_DESC_APPLIER,Drains {stacks} mana at the end of {applier's} turn and gives it to {applier}.,,Висмоктує {stacks} мани в кінці ходу {applier's} і віддає їх {applier}.,Draine {stacks} mana et les donne à {applier} à la fin de son tour.,Saugen am Ende vom Zug von {applier} {stacks}&nbsp;Mana ab und schreiben sie {applier} gut.,Prosciuga {stacks} di mana alla fine del turno di {applier} e lo fornisce a {applier}.,Drena {stacks} de mana no final do turno de {applier's} e a concede para {applier}.
KEYWORD_MANALEECHES_DESC_STACKLESS,Drains mana from the leeched unit at the end of your turn.,,У кінці вашого ходу висмоктує ману з ураженого п'явкою юніта.,Draine le mana de la victime de cet effet à la fin de votre tour.,Saugen am Ende deines Zuges Mana von der betroffenen Einheit ab.,Prosciuga mana dall'unità che subisce l'assorbimento alla fine del tuo turno.,Drena mana da unidade com sanguessuga de mana no final do seu turno.
KEYWORD_MARKED_NAME,Marked,,Позначений,Marquage,Markiert,Marchio,Marcação
